MARKETEVALUATIONPOINT_EAN;CONDUCTINGEQUIPMENT_NAME;MARKETPARTICIPANT_NAME;MARKETROLE_NAME;STREETADDRESS_POSTALCODE;STREETDETAIL_NAME;STREETDETAIL_NUMBER;TOWNDETAIL_NAME;TOWNDETAIL_SECTION;TOWNDETAIL_STATEORPROVINCE;COORDINATESYSTEM_NAME;POSITIONPOINT_YPOSITION;POSITIONPOINT_XPOSITION
871685920003553352;3027992-EL-T01;ALLEGO B.V.;NVT;1181VN;THORBECKELAAN;7 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,30751;4,85103
871685920002749046;3014232-EL-T01;ALLEGO B.V.;NVT;1188BE;GROTE BEER;198 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,2818;4,85274
871685920003337679;\\N;EQUANS INFRA & MOB SGZH;NVT;2253LA;GERBRANDYLAAN;1 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,14397;4,45903
871685920003337679;2000347-EL-T01;EQUANS INFRA & MOB SGZH;NVT;2253LA;GERBRANDYLAAN;1 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,14397;4,45903
871685920002918565;2002923-EL-T01;ALLEGO B.V.;NVT;2315CA;DRIFTSTRAAT;1 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,16172;4,51042
871685920002918565;2002930-EL-T01;ALLEGO B.V.;NVT;2315CA;DRIFTSTRAAT;1 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,16172;4,51042
871685920003370638;3014091-EL-T01;SCHAIK;NVT;1431ZA;HAYDNSTRAAT;35 ELP;AALSMEER;AALSMEER;NOORD-HOLLAND;EPSG:4326;52,25193;4,76581
871687110003218827;7003285-EL-T01;ALLEGO B.V.;NVT;1313JN;FONTEINKRUIDSTRAAT;8 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38338;5,19356
871687110002958946;7003330-EL-T01;ALLEGO B.V.;NVT;1312TT;ANDANTESTRAAT;99 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,3769;5,18041
871687110003032669;7003399-EL-T01;ALLEGO B.V.;NVT;1339JE;PASTELSTRAAT;3 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,39153;5,30363
871685920002747035;3001144-EL-T01;ALLEGO B.V.;NVT;1187VJ;CLARE LENNARTLAAN;2 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27575;4,82587
871685920002750066;3017424-EL-T01;ALLEGO B.V.;NVT;1433WD;FONTEINKRUIDHOF;31 ELP;AALSMEER;KUDELSTAART;NOORD-HOLLAND;EPSG:4326;52,2396;4,7556
871687110003004338;7004634-EL-T01;ALLEGO B.V.;NVT;3893BM;DOORSTEEK;14 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;52,33189;5,52142
871687110002854637;7003455-EL-T01;ALLEGO B.V.;NVT;1318HX;FRANS HALSWEG;2 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,3857;5,25357
871687110002972935;9000585-EL-T01;ALLEGO B.V.;NVT;1363VA;CASTORSTRAAT;40 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35345;5,15879
871685920002906067;3007477-EL-T01;ALLEGO B.V.;NVT;2042PV;SOPHIAWEG;4 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37339;4,54019
871685920002906067;3014410-EL-T01;ALLEGO B.V.;NVT;2042PV;SOPHIAWEG;4 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37339;4,54019
871685920002906067;3007478-EL-T01;ALLEGO B.V.;NVT;2042PV;SOPHIAWEG;4 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37339;4,54019
871685920002906067;3007476-EL-T02;ALLEGO B.V.;NVT;2042PV;SOPHIAWEG;4 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37339;4,54019
871687110002957888;7004662-EL-T01;ALLEGO B.V.;NVT;3893HM;HAVERLAAN;66 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;52,34274;5,51894
871689740030211096;9008686-EL-T01;ALLEGO B.V.;NVT;8911AP;ZUIDERPLEIN;37 ELP;LEEUWARDEN;LEEUWARDEN;FRYSLÂN;EPSG:4326;53,19743;5,7967
871687110002906190;7003300-EL-T01;ALLEGO B.V.;NVT;1311LH;WIM KANPLEIN;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,37036;5,17968
871685920002918879;9006866-EL-T01;ALLEGO B.V.;NVT;2316DC;FLEMINGSTRAAT;47 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,16893;4,49146
871687110003032614;7003111-EL-T01;ALLEGO B.V.;NVT;1324LS;LEERDAMPAD;33 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36392;5,20486
871687110002938009;7003420-EL-T01;ALLEGO B.V.;NVT;1326SC;MERENGUESTRAAT;23 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36272;5,25399
871685920002894890;3026004-EL-T01;ALLEGO B.V.;NVT;2042BA;BREDERODESTRAAT;3 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37073;4,53285
871685920002749459;3010709-EL-T01;ALLEGO B.V.;NVT;1188GT;DE EENDRACHT;72 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,2787;4,84711
871687110002962516;7003430-EL-T01;ALLEGO B.V.;NVT;1321KA;LOUIS PAUL BOONSTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35726;5,19105
871687110002962516;7003400-EL-T01;ALLEGO B.V.;NVT;1321KA;LOUIS PAUL BOONSTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35726;5,19105
871687110002831935;1004938-EL-T01;ALLEGO B.V.;NVT;9204AL;TJONGER;19 ELP;SMALLINGERLAND;DRACHTEN;FRYSLÂN;EPSG:4326;53,09813;6,08036
871685920003664881;2011630-EL-T01;EQUANS INFRA & MOB SGZH;NVT;2251LC;LEIDSEWEG;40 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12697;4,44952
871685920003664881;2011630-EL-T01;EQUANS INFRA & MOB SGZH;NVT;2251LC;LEIDSEWEG;40 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12697;4,44952
871685920002918534;2000462-EL-T01;ALLEGO B.V.;NVT;2313HW;BURGGRAVENLAAN;34 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15171;4,50654
871685920002750592;3000335-EL-T01;ALLEGO B.V.;NVT;1181HL;VLIELANDSTRAAT;1 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,31577;4,86396
871685920002765077;3010431-EL-T01;ALLEGO B.V.;NVT;1187DE;MIDDACHTEN;11 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27875;4,81824
871685920002757799;3017242-EL-T01;ALLEGO B.V.;NVT;1187EG;KORENBLOEMLAAN;15 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27352;4,83542
871687110003005120;7001926-EL-T01;ALLEGO B.V.;NVT;3845DX;BAZUINPAD;1 ELP;HARDERWIJK;HARDERWIJK;GELDERLAND;EPSG:4326;52,32699;5,59917
871685920002748384;3022561-EL-T01;ALLEGO B.V.;NVT;1433NT;COPIERSTRAAT;21 ELP;AALSMEER;KUDELSTAART;NOORD-HOLLAND;EPSG:4326;52,22888;4,73929
871685920002887946;2000242-EL-T01;ALLEGO B.V.;NVT;2771KJ;VOGELLAAN;89 ELP;ALPHEN AAN DEN RIJN;BOSKOOP;ZUID-HOLLAND;EPSG:4326;52,06727;4,63993
871685920002887946;9003613-EL-T01;ALLEGO B.V.;NVT;2771KJ;VOGELLAAN;89 ELP;ALPHEN AAN DEN RIJN;BOSKOOP;ZUID-HOLLAND;EPSG:4326;52,06727;4,63993
871685920002749015;3007283-EL-T01;ALLEGO B.V.;NVT;1181WJ;PROF. LORENTZLAAN;1 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,30524;4,86888
871685920002745710;3025413-EL-T01;ALLEGO B.V.;NVT;1185BT;VOGELKERSLAAN;8 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,2971;4,86082
871685920002746038;3027441-EL-T01;ALLEGO B.V.;NVT;1187GX;GROENENDAAL;29 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,28688;4,82684
871687110003014184;9006411-EL-T04;ALLEGO B.V.;NVT;3851WP;NELSON MANDELAHOF;27 ELP;ERMELO;ERMELO;GELDERLAND;EPSG:4326;52,28812;5,62022
871685920004423456;3017720-EL-T01;BOER;NVT;1185AR;MAARTEN LUTHERWEG;92 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,29243;4,86422
871685920002751568;3017846-EL-T01;ALLEGO B.V.;NVT;1181CH;FLAKKEESTRAAT;79 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,31795;4,86761
871685920002762151;3007477-EL-T01;ALLEGO B.V.;NVT;2042NK;KONINGINNEWEG;23 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37239;4,53543
871685920002762151;3007476-EL-T02;ALLEGO B.V.;NVT;2042NK;KONINGINNEWEG;23 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37239;4,53543
871685920002762151;3007478-EL-T01;ALLEGO B.V.;NVT;2042NK;KONINGINNEWEG;23 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37239;4,53543
871685920002762151;3014410-EL-T01;ALLEGO B.V.;NVT;2042NK;KONINGINNEWEG;23 ELP;ZANDVOORT;ZANDVOORT;NOORD-HOLLAND;EPSG:4326;52,37239;4,53543
871685920002749039;3019292-EL-T01;ALLEGO B.V.;NVT;1187BK;AAGJE DEKENLAAN;51 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,2908;4,83356
871685920002913553;3014244-EL-T01;ALLEGO B.V.;NVT;1185AH;KIERKEGAARDSTRAAT;51 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,29647;4,86573
871685920002918527;3003289-EL-T01;ALLEGO B.V.;NVT;1186AC;LAAN VD HELENDE MEESTERS;15 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,29395;4,86954
871685920002765084;3010431-EL-T01;ALLEGO B.V.;NVT;1187DE;MIDDACHTEN;11 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27878;4,81826
871685920002750455;3020612-EL-T01;ALLEGO B.V.;NVT;1433SE;STUURBOORDSTRAAT;17 ELP;AALSMEER;KUDELSTAART;NOORD-HOLLAND;EPSG:4326;52,23178;4,73975
871687110003005434;7011696-EL-T01;ALLEGO B.V.;NVT;3845JG;STAKENBERGERHOUT;98 ELP;HARDERWIJK;HARDERWIJK;GELDERLAND;EPSG:4326;52,32045;5,60417
871685920002814577;3017706-EL-T01;ALLEGO B.V.;NVT;1188EM;PALLAS;1 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27812;4,85184
871687110003060037;7003462-EL-T01;ALLEGO B.V.;NVT;1357PK;VEERKADE;10 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,33202;5,22114
871685920002745666;3014220-EL-T01;ALLEGO B.V.;NVT;1188LB;MELKWEG;2 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,28019;4,85507
871687110003084224;6003282-EL-T01;ALLEGO B.V.;NVT;4101BG;LANGE MEENT;24 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,95949;5,22371
871685920002976527;2001161-EL-T01;ALLEGO B.V.;NVT;2403CZ;LUPINESINGEL;428 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,14538;4,67848
871685920003496192;0105321-EL-T01;ALLEGO B.V.;NVT;2225XK;SLUISWEG;129 ELP;KATWIJK;KATWIJK ZH;ZUID-HOLLAND;EPSG:4326;52,20688;4,40421
871687110003052292;7001915-EL-T01;ALLEGO B.V.;NVT;3845AN;BACHDREEF;52 ELP;HARDERWIJK;HARDERWIJK;GELDERLAND;EPSG:4326;52,328;5,60612
871685920003312669;3014088-EL-T01;ALLEGO B.V.;NVT;1433AJ;SCHWEITZERSTRAAT;75 ELP;AALSMEER;KUDELSTAART;NOORD-HOLLAND;EPSG:4326;52,23572;4,75426
871687110003103413;9017527-EL-T01;ALLEGO B.V.;NVT;4105VC;REELAAN;58 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,95063;5,20361
871685920002760492;3011814-EL-T01;ALLEGO B.V.;NVT;1785RM;VREDE EN VRIJHEID;18 ELP;DEN HELDER;DEN HELDER;NOORD-HOLLAND;EPSG:4326;52,93547;4,77156
871685920003256840;3007285-EL-T01;ALLEGO B.V.;NVT;1183PK;FIDELIOLAAN;123 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,29857;4,87587
871687110003005441;7009296-EL-T01;ALLEGO B.V.;NVT;3845GL;MUSICALDREEF;114 ELP;HARDERWIJK;HARDERWIJK;GELDERLAND;EPSG:4326;52,32629;5,60456
871685920002757737;3018737-EL-T01;ALLEGO B.V.;NVT;1784SL;HET KOGGESCHIP;112 ELP;DEN HELDER;DEN HELDER;NOORD-HOLLAND;EPSG:4326;52,93215;4,7455
871685920002757843;3010431-EL-T01;ALLEGO B.V.;NVT;1187DB;WESTHOVE;462 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27705;4,81899
871685920002918749;2002894-EL-T01;ALLEGO B.V.;NVT;2311VP;OUDE VARKENMARKT;6 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15992;4,48317
871687110002916311;7003199-EL-T01;ALLEGO B.V.;NVT;1317BN;GROTE WIELENPAD;2 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38903;5,22923
871687110003005205;7001924-EL-T01;ALLEGO B.V.;NVT;3845CV;SAXOFOONDREEF;1 ELP;HARDERWIJK;HARDERWIJK;GELDERLAND;EPSG:4326;52,32703;5,59395
871687110003719348;1003664-EL-T01;ALLEGO B.V.;NVT;8835XC;IT HYNSTEWAED;17 ELP;LEEUWARDEN;EASTERLITTENS;FRYSLÂN;EPSG:4326;53,13432;5,6509
871687110002806513;6003256-EL-T01;ALLEGO B.V.;NVT;4101ZG;WESTERSINGEL;47 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,95578;5,22251
871685920003999501;9019875-EL-T01;TCSNL;NVT;1779GD;GEMEENELANDSWEG;128 ELP;HOLLANDS KROON;DEN OEVER;NOORD-HOLLAND;EPSG:4326;52,93237;5,01042
871687110003100900;7007509-EL-T01;ALLEGO B.V.;NVT;1318KG;GOVERT FLINCKSTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38109;5,24983
871687110003100900;7003457-EL-T01;ALLEGO B.V.;NVT;1318KG;GOVERT FLINCKSTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38109;5,24983
871687110002958991;7003184-EL-T01;ALLEGO B.V.;NVT;1316HV;PLAKKE VENSTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,3862;5,22251
871685920004747750;3001127-EL-T01;TCSNL;NVT;1767EB;ANSJOVISKADE;34 ELP;HOLLANDS KROON;KOLHORN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004220536;3018887-EL-T01;TCSNL;NVT;1826HW;KORHOENSTRAAT;45 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;52,66195;4,76581
871685920004034577;3009971-EL-T01;TCSNL;NVT;1011KX;OUDESCHANS;6 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,37202;4,90533
871685920003672435;3000430-EL-T01;TCSNL;NVT;1507TV;FANFAREHOF;35 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,44089;4,80489
871685920004828510;3001807-EL-T01;TCSNL;NVT;1822KE;LEOPOLDSTRAAT;129 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110004481961;6003291-EL-T01;OPLAAD.NET B.V.;NVT;4105XZ;BOOMKLEVERPAD;6 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,95425;5,20808
871687110004703148;5002460-EL-T01;DUTCH CHARGE B.V.;NVT;6865AS;KAPELLEBOOM;19 ELP;RENKUM;DOORWERTH;GELDERLAND;EPSG:4326;51,97605;5,79358
871687110002707612;6004555-EL-T01;OPLAAD.NET B.V.;NVT;6843MB;ZUIDHOVENPLANTSOEN;2 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;\\N;\\N
871687110003755711;6004491-EL-T01;OPLAAD.NET B.V.;NVT;6825EX;DOORWERTHLAAN;31 1 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;51,98122;5,97138
871687110002833137;6004485-EL-T01;OPLAAD.NET B.V.;NVT;6823NV;VOGELKERSWEG;50 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;52,00811;5,94334
871687110004496972;6003265-EL-T01;OPLAAD.NET B.V.;NVT;4102HP;KLAPROOS;29 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,95252;5,24903
871687110005042000;9007030-EL-T01;OPCHARGE SPV III B.V.;NVT;4103WJ;ANNA BLAMANWEG;68 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;\\N;\\N
871687110005036016;9000607-EL-T01;OPCHARGE SPV III B.V.;NVT;4101ZW;W. PRINSSTRAAT;4 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;\\N;\\N
871687110002543210;6004471-EL-T03;OPLAAD.NET B.V.;NVT;6815DN;OREMUSPLEIN;1 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;52,00221;5,90604
871687110004632158;6004422-EL-T01;OPCHARGE SPV III B.V.;NVT;6816PC;BAKENBERGSEWEG;242 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;52,00056;5,88026
871687110004986923;6005577-EL-T01;OPCHARGE SPV III B.V.;NVT;4103VC;WILLEM KLOOSPAD;1 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;\\N;\\N
871687110004480827;6003285-EL-T01;OPLAAD.NET B.V.;NVT;4105ZD;JEKERSTRAAT;1 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,95371;5,21123
871687110002869174;6004586-EL-T01;OPLAAD.NET B.V.;NVT;6841HJ;DRIELSEDIJK;17 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;51,96748;5,86158
871690930000797798;2000472-EL-T01;EQUANS I&M SGZH 2.0;NVT;2252GN;KONINGIN WILHELMINALAAN;2 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12554;4,4449
871687110005112499;\\N;\\N;NVT;6601PL;KRAAIJENBERG;9101 ELP;WIJCHEN;WIJCHEN;GELDERLAND;EPSG:4326;\\N;\\N
871685920004799322;3011052-EL-T01;\\N;NVT;1966WT;BENELUXLAAN;264 ELP;HEEMSKERK;HEEMSKERK;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110002824074;4006031-EL-T01;PARKNCHARGE SPV5 B.V.;NVT;6904CN;WILLEM DE ZWIJGERLAAN;60 ELP;ZEVENAAR;ZEVENAAR;GELDERLAND;EPSG:4326;51,93161;6,06374
871687110002824074;4006048-EL-T01;PARKNCHARGE SPV5 B.V.;NVT;6904CN;WILLEM DE ZWIJGERLAAN;60 ELP;ZEVENAAR;ZEVENAAR;GELDERLAND;EPSG:4326;51,93161;6,06374
871687110003134967;5007349-EL-T01;PARKNCHARGE SPV5 B.V.;NVT;6717EW;NIJVERHEIDLAAN;36 ELP;EDE;EDE GLD;GELDERLAND;EPSG:4326;52,02799;5,65548
871685920002420662;3014462-EL-T01;NV NUON SALES;NVT;1501PP;KLAAS KATERSTRAAT;2 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,44041;4,82806
871685920002420662;3014462-EL-T01;NV NUON SALES;NVT;1501PP;KLAAS KATERSTRAAT;2 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,44041;4,82806
871687110002970788;6005459-EL-T01;PARKNCHARGE SPV5 B.V.;NVT;6536EE;WEEZENHOF;5514 ELP;NIJMEGEN;NIJMEGEN;GELDERLAND;EPSG:4326;51,80236;5,80668
871687110002469930;6002889-EL-T01;EVNETNL B.V;NVT;6534AA;NEERBOSSCHEWEG;1 ELP;NIJMEGEN;NIJMEGEN;GELDERLAND;EPSG:4326;51,82608;5,82413
871687110002112638;5001236-EL-T01;EVNETNL B.V;NVT;6961CJ;ORANJE NASSAUPLEIN;40 ELP;BRUMMEN;EERBEEK;GELDERLAND;EPSG:4326;52,10414;6,05906
871690930000971464;2001348-EL-T01;DEN HARTOG CHARGING B.V.;NVT;2231ZV;FLORALAAN;10 ELP;KATWIJK;RIJNSBURG;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871687110002973659;0107633-EL-T01;PARKNCHARGE SPV5 B.V.;NVT;6524HD;PONTANUSSTRAAT;2 ELP;NIJMEGEN;NIJMEGEN;GELDERLAND;EPSG:4326;51,84007;5,86207
871687110001802684;6003540-EL-T01;EVNETNL B.V;NVT;4043KP;EIKENLAAN;3 ELP;NEDER-BETUWE;OPHEUSDEN;GELDERLAND;EPSG:4326;51,93303;5,6293
871687110004734463;6002258-EL-T01;CITYCHARGING B.V.;NVT;6581HL;BASALT;41 ELP;HEUMEN;MALDEN;GELDERLAND;EPSG:4326;51,77756;5,84898
871685920003009187;2000320-EL-T01;ALLEGO B.V.;NVT;2353RK;KLIMOPZOOM;50 ELP;LEIDERDORP;LEIDERDORP;ZUID-HOLLAND;EPSG:4326;52,16091;4,54336
871687110004619098;7002405-EL-T01;CITYCHARGING B.V.;NVT;3925RZ;EREPRIJSLAAN;24 ELP;SCHERPENZEEL;SCHERPENZEEL GLD;GELDERLAND;EPSG:4326;52,07707;5,49461
871687110003722560;1002684-EL-T01;CITYCHARGING B.V.;NVT;8861CJ;ZUIDERHAVEN;11 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,17469;5,41398
871687110003722560;1002752-EL-T01;CITYCHARGING B.V.;NVT;8861CJ;ZUIDERHAVEN;11 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,17469;5,41398
871687110004168169;0107884-EL-T01;CITYCHARGING B.V.;NVT;3925LA;OOSTEINDE;35 A ELP;SCHERPENZEEL;SCHERPENZEEL GLD;GELDERLAND;EPSG:4326;52,07739;5,50113
871687110004168169;0107884-EL-T01;CITYCHARGING B.V.;NVT;3925LA;OOSTEINDE;35 A ELP;SCHERPENZEEL;SCHERPENZEEL GLD;GELDERLAND;EPSG:4326;52,07739;5,50113
871687110004140394;1002680-EL-T01;CITYCHARGING B.V.;NVT;8862RG;DE BAZUIN;17 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,16002;5,42425
871685920004158372;3023611-EL-T02;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3009672-EL-T01;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3009672-EL-T02;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3023611-EL-T01;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3009672-EL-T01;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3009672-EL-T02;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3002673-EL-T01;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920004158372;3002673-EL-T02;TCSNL;NVT;1079VB;GAASPSTRAAT;31 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34444;4,9082
871685920003182392;0110333-EL-T01;ALLEGO B.V.;NVT;1784BV;RIJNSTRAAT;63 ELP;DEN HELDER;DEN HELDER;NOORD-HOLLAND;EPSG:4326;52,94642;4,74561
871687110004140387;1002776-EL-T01;CITYCHARGING B.V.;NVT;8861TX;GERBEN OSWALDSTRAAT;4 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,17818;5,4298
871687110003658456;1002062-EL-T01;CITYCHARGING B.V.;NVT;8861GB;ZUIDOOSTERSINGEL;5 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,17316;5,4245
871687110003870711;6003212-EL-T01;CITYCHARGING B.V.;NVT;5306GD;BURGEMEESTER POSWEG;10 ELP;ZALTBOMMEL;BRAKEL;GELDERLAND;EPSG:4326;51,81978;5,09792
871687110003712868;1006886-EL-T01;CITYCHARGING B.V.;NVT;8862PK;WESTERZEEDIJK;13 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,16822;5,41727
871687110004505797;6003934-EL-T01;CITYCHARGING B.V.;NVT;5301RC;PR VAN ORANJESTRAAT;6 ELP;ZALTBOMMEL;ZALTBOMMEL;GELDERLAND;EPSG:4326;51,80824;5,25038
871687110004098213;1002090-EL-T01;CITYCHARGING B.V.;NVT;8861HK;NOORDERKADE;4 101 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,17455;5,42643
871687110004722422;9023119-EL-T01;CITYCHARGING B.V.;NVT;4106CB;BATTERIJ;10 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,94715;5,19363
871687110003991867;1002755-EL-T02;CITYCHARGING B.V.;NVT;8861SR;DROOGSTRAAT;3 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,17644;5,41587
